Movie_ID,Title,Weighted_Rating,Director(s),Cast,Genres,Keywords
902,21,6.266787846287529,['Robert Luketic'],"['Jim Sturgess', 'Kevin Spacey', 'Kate Bosworth', 'Aaron Yoo', 'Liza Lapira', 'Jacob Pitts', 'Laurence Fishburne', 'Jack McGee', 'Josh Gad', 'Sam Golzari', 'Helen Carey', 'Jack Gilpin', 'Ben Campbell']","['Drama', 'Crime']","['gambling', 'card game', 'professor', 'harvard university', 'cohabitant', 'college', 'girlfriend', 'studies', 'dormitory', 'friendship', 'blackjack']"
903,The Hustler,6.266453859601188,['Robert Rossen'],"['Paul Newman', 'Jackie Gleason', 'Piper Laurie', 'George C. Scott', 'Myron McCormick', 'Murray Hamilton', 'Michael Constantine', 'Stefan Gierasch', 'Jake LaMotta', 'Vincent Gardenia', 'Gordon B. Clarke', 'Clifford A. Pellow', 'Alexander Rose', 'Carolyn Coates', 'Carl York']",['Drama'],"['suicide', 'gambling', 'manager', 'alcohol', 'based on novel', 'bar', 'billard', 'hustler', 'sport', 'party', 'pool', 'money', 'game', 'drunk', 'player']"
904,Doubt,6.2660331500272815,['John Patrick Shanley'],"['Meryl Streep', 'Philip Seymour Hoffman', 'Amy Adams', 'Viola Davis', 'Alice Drummond', 'Audrie Neenan', 'Susan Blommaert', 'Carrie Preston', 'John Costelloe', 'Lloyd Clay Brown', 'Joseph Foster', 'Mike Roukis', 'Frank Shanley', 'Frank Dolce', 'Paulie Litt', 'Matthew Marvin', 'Bridget Megan Clark', 'Molly Chiffer', 'Lydia Jordan', 'Suzanne Hevner', 'Helen Stenborg', 'Tom Toner', 'Michael Puzzo', 'Margery Beddow', ""Jack O'Connell"", 'Marylouise Burke', 'Alannah Iacovano', 'Valda Setterfield', 'Gerard Adimando', 'George Aloi', 'James P. Anderson', 'Jackie Brown', 'Jonathan Castillo', 'Jennifer Lauren DiBella', 'Seth Donavan', 'Amanda Florian', 'Brianna Leann Florian', 'Tiffany Ashley Florian', 'Brian Hopson', 'Evan Lewis', 'Bernadette Lords', 'Jenny Paul', 'Robert Shulman', 'Felicia Tassone', 'Steph Van Vlack']","['Drama', 'Mystery']","['sexual abuse', 'boy', 'wine', 'gift', 'janitor', 'singing', 'pedophile', 'gossip', 'compassion', 'tolerance', '1960s']"
905,The Fisher King,6.265670157811269,['Terry Gilliam'],"['Jeff Bridges', 'Robin Williams', 'Mercedes Ruehl', 'Amanda Plummer', 'Michael Jeter', 'Lara Harris', 'Kathy Najimy', 'Paul Lombardi', 'David Hyde Pierce', 'John de Lancie', 'Lisa Blades', 'Adam Bryant', 'Ted Ross', 'Warren Olney', 'Frazer Smith', 'Harry Shearer', 'Melinda Culea', 'James Remini', 'Mark Bowden', 'John Ottavino', 'Dan Futterman', 'Jayce Bartok', 'Bradley Gregg', 'Tom Waits', 'Diane Robin']","['Comedy', 'Drama']","['holy grail', 'homeless person', 'loss of lover', 'mental disease', 'sense of guilt', 'suppressed past', 'yuppie', 'cynic', 'fantasy', 'self-discovery', 'housebreaking', 'forgiveness', 'gun rampage', 'talk show', 'legend', 'unsociability', 'person running amok']"
906,Bridget Jones's Diary,6.265402846156082,['Sharon Maguire'],"['Renée Zellweger', 'Colin Firth', 'Hugh Grant', 'Gemma Jones', 'Jim Broadbent', 'James Callis', 'Sally Phillips', 'Shirley Henderson', 'Embeth Davidtz', 'Lisa Barbuscia', 'Celia Imrie', 'James Faulkner', 'Charmian May', 'Paul Brooke', 'Felicity Montagu', 'Charlie Caine', 'Gareth Marks', 'Dolly Wells', 'Sara Stockbridge', 'Neil Pearson', 'Stefan Booth', 'Donald Douglas', 'Dominic McHale']","['Comedy', 'Romance', 'Drama']","['holiday', 'london england', 'england', 'alcohol', 'sex', 'lovesickness', 'telecaster', 'birthday', 'christmas party', 'news broadcast', 'sexual frustration', 'diary', 'cigarette', 'daughter', 'mother daughter relationship', 'lawyer', 'reporter', 'extramarital affair', 'duringcreditsstinger', 'woman director', 'christmas']"
907,Pay It Forward,6.265065409267856,['Mimi Leder'],"['Kevin Spacey', 'Helen Hunt', 'Haley Joel Osment', 'Jay Mohr', 'Jim Caviezel', 'Jon Bon Jovi', 'Angie Dickinson', 'David Ramsey', 'Gary Werntz', 'Colleen Flynn', 'Marc Donato', 'Kathleen Wilhoite', 'Liza Snyder', 'Jeannetta Arnette', 'Hannah Leder', 'Rusty Meyers']","['Drama', 'Romance']","[""child's point of view"", 'candlelight vigil', 'good deed', 'exotic dancer', 'schoolteacher', 'extra credit assignment', 'disfigurement', 'junior high school', 'burn injury', 'woman director']"
908,Little White Lies,6.2649679870944786,['Guillaume Canet'],"['François Cluzet', 'Marion Cotillard', 'Benoît Magimel', 'Gilles Lellouche', 'Jean Dujardin', 'Valérie Bonneton', 'Joël Dupuch', 'Laurent Lafitte', 'Pascale Arbillot', 'Anne Marivin', 'Hocine Mérabet', 'Louise Monot', 'Maxim Nucci', 'Sara Martins', 'Edouard Montoute', 'Mathieu Chedid', 'Néo Broca', 'Marc Mairé', 'Jeanne Dupuch', 'Mado Mérabet', 'Nikita Lespinasse', 'Niseema Theillaud', 'Patrice Renson', 'Jean-Claude Lagniez', 'Jean-Claude Cotillard', 'Pierre-Benoist Varoclier', 'Benoît Petitjean']","['Comedy', 'Drama']","['american football', 'country house', 'motorboat', 'male female relationship', 'thirty something', 'beach house', 'organic food', 'weasel', 'group of friends', 'reprimand', 'declaration of love', 'parent child relationship', 'texting', 'low tide', 'forced', 'interrupted vacation', 'osteopath', 'lovesick']"
909,Penguins of Madagascar,6.264667270469117,"['Eric Darnell', 'Simon J. Smith']","['Tom McGrath', 'Chris Miller', 'Christopher Knights', 'Conrad Vernon', 'John Malkovich', 'Benedict Cumberbatch', 'Ken Jeong', 'Annet Mahendru', 'Peter Stormare', 'Andy Richter', 'Danny Jacobs', 'Werner Herzog', 'Sean Charmatz', 'Billy Eichner', 'Stephen Kearin', 'Ava Acres']","['Family', 'Animation', 'Adventure', 'Comedy']","['penguin', 'madagascar', '3d']"
910,Public Enemies,6.264519601451747,['Michael Mann'],"['Christian Bale', 'Johnny Depp', 'Giovanni Ribisi', 'Billy Crudup', 'Marion Cotillard', 'Emilie de Ravin', 'Channing Tatum', 'Leelee Sobieski', 'Domenick Lombardozzi', 'Stephen Lang', 'Carey Mulligan', 'James Russo', 'David Wenham', 'Christian Stolte', 'Jason Clarke', 'John Judd', 'Stephen Dorff', 'Michael Vieau', 'John Kishline', 'Wesley Walker', 'John Scherp', 'Elena Kenney', 'William Nero Jr.', 'Don Frye', 'Branka Katić', 'Stephen Graham', 'Michael Sassone', 'Rory Cochrane', 'Madison Dirks', 'Casey Siemaszko', 'John Michael Bolger', 'Peter DeFaria', 'Jonathan Macchi', 'Jeff Shannon', 'Robyn LeAnn Scott', 'Bill Camp', 'John Ortiz', 'Richard Short', 'Randy Ryan ', 'Shawn Hatosy', 'Kurt Naebig', 'John Hoogenakker', 'Adam Mucci', 'Rebecca Spence', 'Diana Krall', 'Shanyn Leigh', 'Lili Taylor', 'Stephen Spencer', 'Rick Uecker']","['History', 'Crime', 'Drama']","['cinema', 'hiding place', 'machinegun', 'prison guard', 'escape from prison', 'dillinger']"
911,1408,6.2644456974255895,['Mikael Håfström'],"['John Cusack', 'Samuel L. Jackson', 'Mary McCormack', 'Jasmine Jessica Anthony', 'Tony Shalhoub', 'Alexandra Silber', 'Emily Harvey', 'Noah Lee Margetts', 'William Armstrong', 'Paul Birchard', 'Margot Leicester', 'Angel Oquendo', 'Walter Lewis', 'Eric Meyers', 'David Nicholson', 'Holly Hayes', 'Johann Urb', 'Andrew-Lee Potts', 'Kim Thomson', 'Drew Powell', 'Gil Cohen-Alloro', 'Isiah Whitlock Jr.', 'Benny Urquidez', 'Len Cariou', 'Ray Nicholas', 'Tina Maskell', 'Paul Kasey', 'George Cottle', 'Julian Spencer', 'William Willoughby', 'Thomas A. McMahon', 'Anthony C. Mazza', 'Chris Carey', 'Kevin Dobson', 'Peter Conboy', 'Georgie Lee-Robinson', 'Bernadette Lords', 'Rob McGillivray', 'Kate Walsh', 'Jacob White']","['Horror', 'Thriller']","['suicide', 'new york', 'hotel', 'fire', 'hotel room', 'wife husband relationship', 'suicide attempt', 'window', 'door', 'haunted house', 'research', 'ghost world', 'painting', 'telephone', 'loss of daughter', 'blood']"
912,Death at a Funeral,6.264241048458383,['Frank Oz'],"['Matthew Macfadyen', 'Keeley Hawes', 'Andy Nyman', 'Ewen Bremner', 'Daisy Donovan', 'Alan Tudyk', 'Jane Asher', 'Kris Marshall', 'Rupert Graves', 'Peter Vaughan', 'Thomas Wheatley', 'Peter Egan', 'Peter Dinklage', 'Angela Curran']","['Comedy', 'Drama']","['brother brother relationship', 'farewell', 'father son relationship', 'age difference', 'parents kids relationship', 'secret', 'sadness', 'coffin', 'funeral', 'gathering', 'surprise', 'lsd', 'studies', 'hallucinogen', 'drug trip', 'arrogance', 'female corpse']"
913,"Synecdoche, New York",6.264132053791144,['Charlie Kaufman'],"['Philip Seymour Hoffman', 'Samantha Morton', 'Jennifer Jason Leigh', 'Michelle Williams', 'Catherine Keener', 'Emily Watson', 'Tom Noonan', 'Sadie Goldstein', 'Hope Davis', 'Dianne Wiest', 'Kristen Bush', 'Alice Drummond', 'Amy Wright', ""Deirdre O'Connell"", 'Elizabeth Marvel', 'Charles Techman', 'Tom Greer']",['Drama'],"['new york', 'man-woman relation', 'writer']"
914,High Plains Drifter,6.264132053791144,['Clint Eastwood'],"['Clint Eastwood', 'Verna Bloom', 'Marianna Hill', 'Mitchell Ryan', 'Jack Ging', 'Stefan Gierasch', 'Ted Hartley', 'Billy Curtis', 'Geoffrey Lewis', 'Scott Walker', 'Walter Barnes', 'Paul Brinegar', 'Richard Bull', 'Robert Donner', 'John Hillerman']",['Western'],"['gunslinger', 'desperation', 'outlaw']"
915,My Girl,6.263771111569213,['Howard Zieff'],"['Anna Chlumsky', 'Macaulay Culkin', 'Dan Aykroyd', 'Jamie Lee Curtis', 'Richard Masur', 'Griffin Dunne', 'Peter Michael Goetz', 'Lara Steinick', 'Anny Nelsen']","['Comedy', 'Drama', 'Family']","['neighbor', 'child killed by animal', 'writing class', 'makeup artist', 'bee sting', 'camper', 'cosmetologist', 'tree climbing', 'death in childbirth', 'tuba', 'motor home', 'bee attack']"
916,American Pie,6.263209558550276,"['Chris Weitz', 'Paul Weitz']","['Jason Biggs', 'Chris Klein', 'Thomas Ian Nicholas', 'Alyson Hannigan', 'Shannon Elizabeth', 'Tara Reid', 'Eddie Kaye Thomas', 'Seann William Scott', 'Eugene Levy', 'Natasha Lyonne', 'Mena Suvari', 'Jennifer Coolidge', 'Chris Owen', 'Eric Lively', 'Molly Cheek', 'John Cho', 'Justin Isfeld', 'Eli Marienthal', 'Tara Subkoff', 'Lawrence Pressman', 'Clyde Kusatsu', 'Christina Milian', 'Woody Schultz', 'Eden Riegel', 'Akuyoe Graham', 'Veronica Lauren', 'Monica McSwain', 'Fletcher Sheridan', 'Robyn Roth', 'Jamar Cargo', 'Sasha Barrese', 'Linda Gehringer', 'Jillian Bach', 'Katie Lansdale', 'James DeBello', 'Travis Cody Aimer', 'Mark Hoppus', 'Tom DeLonge', 'Daniel Spink', 'Clementine Ford', 'Casey Erklin', 'Casey Affleck', 'Hilary Angelo']","['Comedy', 'Romance']","['graduation', 'innocence', 'coming of age', 'teenager', 'high school student', 'pie', 'teen comedy', 'teenage sexuality', 'exchange student', 'sitting on a toilet', 'voyeurism', 'virginity', 'laxative', 'prom night']"
917,Frankenweenie,6.263143921632672,['Tim Burton'],"['Charlie Tahan', ""Catherine O'Hara"", 'Martin Short', 'Martin Landau', 'Atticus Shaffer', 'Winona Ryder', 'Robert Capron', 'James Hiroyuki Liao', 'Conchata Ferrell', 'Tom Kenny']","['Animation', 'Comedy', 'Family']","['shyness', 'stop motion', 'black and white', 'retro', 'dog', 'animal death', 'animal lover']"
918,Days of Heaven,6.26260209199786,['Terrence Malick'],"['Richard Gere', 'Brooke Adams', 'Linda Manz', 'Sam Shepard', 'Robert J. Wilke', 'Stuart Margolin', 'Timothy Scott']","['Drama', 'Romance']","['love triangle', 'chicago', 'wife husband relationship', 'texas', 'field', 'farm', 'marriage', 'love', 'poverty', 'class differences', 'farmer', 'jealous husband', 'boyfriend girlfriend relationship', 'harvest']"
919,The Negotiator,6.262525595063354,['F. Gary Gray'],"['Samuel L. Jackson', 'Kevin Spacey', 'David Morse', 'Ron Rifkin', 'John Spencer', 'J. T. Walsh', 'Siobhan Fallon', 'Paul Giamatti', 'Regina Taylor', 'Bruce Beatty', 'Michael Cudlitz', 'Carlos Gómez', 'Tim Kelleher', 'Dean Norris', 'Nestor Serrano', 'Doug Spinuzza', 'Leonard L. Thomas', 'Stephen Lee', 'Lily Nicksay', 'Lauri Johnson', 'Sabi Dorr', 'Gene Wolande', 'Rhonda Dotson', 'John Lordan', 'Jack Shearer', 'Donna Ponterotto', 'Michael Shamus Wiles', 'Mik Scriba', 'Joey Perillo', 'Mary Page Keller', 'Kelsey Mulrooney', 'Brad Blaisdell', 'Bruce Wright', 'Robert David Hall', 'Bernard Hocke', 'Tony Mockus Jr.', 'Rick Scarry', 'McNally Sagal', 'Mary Major', 'Edwina Moore', 'James Blackburn', 'Tom Bower', 'David Michael Fordham', 'Paul Guilfoyle', 'Maureen Mendoza', 'Jack Rooney', 'Rick Touhy']","['Action', 'Adventure', 'Crime', 'Drama', 'Mystery', 'Thriller']","['corruption', 'hostage', 'pension', 'innocence', 'police', 'hostage-taking', 'murder', 'suspense', 'conspiracy', 'bullet wound', 'negotiator']"
920,Four Lions,6.262146814502561,['Chris Morris'],"['Riz Ahmed', 'Nigel Lindsay', 'Kayvan Novak', 'Adeel Akhtar', 'Arsher Ali', 'Preeya Kalidas', 'Benedict Cumberbatch', 'Julia Davis', 'Craig Parkinson', 'Wasim Zakir', 'Mohammad Aqil', 'Karl Seth', 'Waleed Elgadi', 'Alex MacQueen', 'Shameem Ahmad', 'Jonathan Maitland', 'Marcus Garvey', 'Darren Boyd', 'Kevin Eldon', 'Adil Mohammed Javed']","['Comedy', 'Crime', 'Drama']","['terrorism', 'british farce']"
921,Spy Game,6.2618599371288255,['Tony Scott'],"['Robert Redford', 'Brad Pitt', 'Catherine McCormack', 'Stephen Dillane', 'Larry Bryggman', 'Marianne Jean-Baptiste', 'Matthew Marsh', 'Todd Boyce', 'Michael Paul Chan', 'Garrick Hagon', 'Andrew Grainger', 'Benedict Wong', 'Charlotte Rampling', 'Ken Leung']","['Action', 'Crime', 'Thriller']","['spy', 'china', 'cia', 'cold war']"
922,Cloverfield,6.261706109886221,['Matt Reeves'],"['Lizzy Caplan', 'Jessica Lucas', 'Odette Annable', 'Michael Stahl-David', 'Mike Vogel', 'T.J. Miller', 'Anjul Nigam', 'Margot Farley', 'Theo Rossi', 'Brian Klugman', 'Kelvin Yu', 'Liza Lapira', 'Lili Mirojnick', 'Ben Feldman', 'Elena Caruso', 'Vakisha Coleman', 'Will Greenberg', 'Rob Kerkovich', 'Ryan Key', 'Hooman Khalili', 'Rasika Mathur', 'Baron Vaughn', 'Charlyne Yi', 'Roma Torre', 'Rick Overton', 'Martin Cohen', 'Jason Cerbone', 'Pavel Lychnikoff', 'Billy Brown', 'Scott Lawrence', 'Jeffrey De Serrano', 'Tim Griffin', 'Chris Mulkey', 'Susse Budde', 'Jason Lombard', 'Jamie Martz', 'Don Abernathy', 'Michael Ark', 'Caley Bisson', 'James Thomas Bligh', 'Maylen Calienes', 'Craig Dabbs', 'Tommy Gerrits', 'Jason Giffin', 'Adam Greeves', 'Brandon G. Holley', 'Hisonni Johnson', 'Adam Karst', 'Julio Leal', 'Jake McLaughlin', 'Rachel Mower', 'Gene Richards', 'Bertrand Roberson Jr.', 'John Robert', 'Chris Spinelli', 'Andrew Trujillo', 'Maria Zambrana']","['Action', 'Thriller', 'Science Fiction']","['helicopter', 'monster', 'skyscraper', 'fight', 'camcorder', 'panic', 'chaos', 'supernatural', 'quarantine', 'friends', 'alien', 'rescue', 'survival', 'disaster', 'escape', 'giant monster', 'kaiju', 'military', 'found footage', 'aftercreditsstinger']"
923,What Dreams May Come,6.261415248401915,['Vincent Ward'],"['Robin Williams', 'Cuba Gooding Jr.', 'Annabella Sciorra', 'Max von Sydow', 'Jessica Brooks Grant', 'Josh Paddock', 'Rosalind Chao', 'Lucinda Jenney', 'Maggie McCarthy', 'Carin Sprague', 'Wilma Bonet', 'Matt Salinger', 'June Carryl', 'Werner Herzog', 'Benjamin Brock', 'London Freeman', 'Phaedra Neitzel', ""Tom O'Reilly""]","['Drama', 'Fantasy', 'Romance']","['paradise', 'soul', 'underworld', 'heaven', 'painting', 'hell', 'afterlife', 'spiritism']"
924,Animal House,6.260515334412575,['John Landis'],"['John Belushi', 'Tim Matheson', 'John Vernon', 'Verna Bloom', 'Tom Hulce', 'Cesare Danova', 'Peter Riegert', 'Mary Louise Weller', 'Stephen Furst', 'James Widdoes', 'Bruce McGill', 'Mark Metcalf', 'DeWayne Jessie', 'Karen Allen', 'James Daughton', 'Martha Smith', 'Sarah Holcomb', 'Lisa Baur', 'Kevin Bacon', 'Donald Sutherland', 'Douglas Kenney', 'Chris Miller', 'Bruce Bonnheim', 'Joshua Daniel', 'Sunny Johnson', 'Stacy Grooman', 'Eliza Roberts', 'Aseneth Jurgenson', 'Katherine Denning', 'Raymone Robinson', 'Robert Elliott', 'Reginald Farmer', 'Jebidiah R. Dumas', 'Priscilla Lauris', 'Rick Eby', 'John Freeman', 'Sean McCartin', 'Helen Vick', 'Rick Greenough', 'Stephen Bishop', 'John Landis']",['Comedy'],"['sex', 'nudity', 'college', 'fraternity', 'gross out comedy', 'dean', 'fraternity house', 'probation', '1960s', 'college freshman', 'anarchic comedy']"
925,August: Osage County,6.26041496183087,['John Wells'],"['Meryl Streep', 'Julia Roberts', 'Chris Cooper', 'Ewan McGregor', 'Margo Martindale', 'Sam Shepard', 'Dermot Mulroney', 'Julianne Nicholson', 'Juliette Lewis', 'Abigail Breslin', 'Benedict Cumberbatch', 'Misty Upham', 'Will Coffey', 'Newell Alexander', 'Jerry Stahl', 'Dale Dye', 'Ivan Allen', 'Arlin Miller', 'J. Alan Davidson', 'Maria Gus']","['Comedy', 'Drama']","['suicide', 'drug addiction', 'funeral', 'dysfunctional family', 'based on play', 'midwest', 'southern', 'bleak comedy', 'mental disorders']"
926,Robin Hood: Prince of Thieves,6.260328934239419,['Kevin Reynolds'],"['Kevin Costner', 'Morgan Freeman', 'Christian Slater', 'Mary Elizabeth Mastrantonio', 'Alan Rickman', 'Geraldine McEwan', 'Michael McShane', 'Brian Blessed', 'Michael Wincott', 'Nick Brimble', 'Soo Drouet', 'Sean Connery', 'Bryan Adams', 'Daniel Peacock', 'Walter Sparrow', 'Harold Innocent', 'Jack Wild', 'Howard Lew Lewis', 'John Hallam', 'Pat Roach', 'Derek Deadman', 'John Tordoff', 'Michael Goldie', 'Liam Halligan', 'Marc Zuber', 'Merelina Kendall', 'Imogen Bain', 'Jimmy Gardner', 'Bobby Parr', 'Douglas Blackwell', 'Andy Hockley', 'Christopher Adamson', 'Richard Strange', 'Susannah Corbett', 'Daniel Newman']",['Adventure'],"['england', 'crusade', 'mercifulness', 'robin hood', 'folk hero']"
927,Space Jam,6.2603082827283085,['Joe Pytka'],"['Michael Jordan', 'Wayne Knight', 'Billy West', 'Dee Bradley Baker', 'Theresa Randle', 'Danny DeVito', 'Brandon Hammond', 'Larry Bird', 'Bill Murray', 'Charles Barkley', 'Patrick Ewing', 'Tyrone Bogues', 'Larry Johnson', 'Shawn Bradley', 'Ahmad Rashad', 'Del Harris', 'Vlade Divac', 'Cedric Ceballos', 'Jim Rome', 'Paul Westphal', 'Danny Ainge', 'Alonzo Mourning', 'A.C. Green', 'Charles Oakley', 'Derek Harper', 'Jeff Malone', 'Anthony Miller', 'Sharone Wright']","['Animation', 'Comedy', 'Drama', 'Family', 'Fantasy']","['sport', 'basketball', 'doctor', 'basketball team', 'basketball game', 'referee', 'basketball court', 'tweety bird', 'speedy gonzales', 'cartoon chicken', 'sylvester the cat', 'cartoon reality crossover', 'basketball hoop', 'cartoon skunk']"
928,A Knight's Tale,6.260081927683219,['Brian Helgeland'],"['Heath Ledger', 'Rufus Sewell', 'Shannyn Sossamon', 'Paul Bettany', 'Laura Fraser', 'Mark Addy', 'Alan Tudyk', 'James Purefoy', 'Bérénice Bejo', 'Scott Handy', 'Christopher Cazenove', ""Steven O'Donnell"", 'Jonathan Slinger', 'Nick Brimble', 'Roger Ashton-Griffiths', 'David Schneider']","['Adventure', 'Drama', 'Romance', 'Action']","['poetry', 'knight', 'tournament', 'duel', 'torture', 'writer', 'impostor', 'church', 'game', 'jousting', 'aftercreditsstinger']"
929,Frost/Nixon,6.260076141347191,['Ron Howard'],"['Michael Sheen', 'Frank Langella', 'Kevin Bacon', 'Sam Rockwell', 'Mark Simich', 'Matthew Macfadyen', 'Oliver Platt', 'Rebecca Hall', 'Toby Jones', 'Andy Milder', 'Kate Jennings Grant', 'Gabriel Jarret', 'Jim Meskimen', 'Patty McCormack', 'Geoffrey Blake', 'Clint Howard', 'Rance Howard', 'Gavin Grazer', 'Simon James', 'Eloy Casados', 'Jay White', 'Wil Albert', 'Keith MacKechnie', 'Penny L. Moore', 'Janneke Arent']","['Drama', 'History']","['camera', 'lie', 'scandal', 'watergate scandal', 'richard nixon', 'reporter', 'writer']"
930,In the Heart of the Sea,6.259386184627049,['Ron Howard'],"['Chris Hemsworth', 'Benjamin Walker', 'Cillian Murphy', 'Brendan Gleeson', 'Ben Whishaw', 'Michelle Fairley', 'Tom Holland', 'Paul Anderson', 'Frank Dillane', 'Joseph Mawle', 'Edward Ashley', 'Sam Keeley', 'Osy Ikhile', 'Gary Beadle', 'Jamie Sives', 'Morgan Chetcuti', 'Charlotte Riley', 'Nicholas Jones', 'Donald Sumpter', 'Richard Bremmer', 'Jordi Mollà', 'Hayley Joanne Bacon', 'Andrew Crayford', 'Claudia Newman', 'Daniel Westwood', 'Andy Wareham']","['Thriller', 'Drama', 'Adventure', 'Action', 'History']","['suicide', 'ocean', 'sea', 'hunger', 'shipwreck', 'ship', 'whale', 'based on true story', 'stranded', 'survival', 'whaling', 'death', 'new england', 'lost at sea', 'based on true events', 'whaling ship', 'starvation', '19th century', 'cannibalism', 'reference to moby dick', 'whale oil', 'nantucket']"
931,Sideways,6.259037317756066,['Alexander Payne'],"['Paul Giamatti', 'Thomas Haden Church', 'Virginia Madsen', 'Sandra Oh', 'Marylouise Burke', 'Jessica Hecht', 'Missy Doty', 'Alysia Reiner', 'Shake Tukhmanyan', 'Shaun Duke', 'Robert Covarrubias', 'Patrick Gallagher', 'Stephanie Faracy', 'Joe Marinelli', 'M.C. Gainey', 'Peter Dennis', 'Lacey Rae', 'Natalie Carter']","['Comedy', 'Drama', 'Romance']","['california', 'golf', 'oscar award', 'wine', 'stag night', 'marijuana', 'writer']"
932,Charlie St. Cloud,6.258956263523494,['Burr Steers'],"['Zac Efron', 'Amanda Crew', 'Charlie Tahan', 'Augustus Prew', 'Donal Logue', 'Kim Basinger', 'Ray Liotta', 'Dave Franco', 'Tegan Moss', 'Julia Maxwell', 'Matt Ward', 'Desiree Zurowski', 'Adrian Hough', 'Jill Teed', 'Miles Chalmers', 'Jesse Wheeler', 'Natasha Denis', 'Valerie Tian', ""Brenna O'Brien"", 'Grace Sherman', 'Marci T. House', 'Ted Whittall', 'Paul Chevreau', 'Paul Duchart', 'Darren Dolynski']",['Drama'],"['brother brother relationship', 'based on novel', 'sailing', 'ghost', 'young adult']"
933,Con Air,6.258922469953797,['Simon West'],"['Nicolas Cage', 'John Cusack', 'John Malkovich', 'Ving Rhames', 'Nick Chinlund', 'Steve Buscemi', 'Colm Meaney', 'Rachel Ticotin', 'Dave Chappelle', 'Mykelti Williamson', 'Danny Trejo', 'M.C. Gainey', 'Steve Eastin', 'Monica Potter', 'Landry Allbright', 'Renoly Santiago', 'Brendan Kelly', 'Jesse Borrego', 'José Zúñiga', 'Mongo Brownlee', 'Don Charles McGovern', 'Angela Featherstone', 'Doug Hutchison', 'Jeris Poindexter', 'David Ramsey', 'Conrad Goode', 'Emilio Rivera', 'Mario Roberts', 'Ty Granderson Jones', 'Bob Stephenson', 'Dylan Haggerty', 'Carl Ciarfalio', 'Ned Bellamy', 'John Roselius', 'Fredric Lehne', 'John Marshall Jones', 'Tommy Bush', 'Brian Willems', 'Bill Cusack', 'George Randall', 'Jamie Bozian', 'Harley Zumbrum', 'Doug Dearth', 'Kevin Gage']","['Action', 'Thriller', 'Crime']","['prison', 'ambush', 'helicopter', 'airport', 'gas station', 'undercover', 'mexican standoff', 'bravery', 'hijacking', 'escape', 'shootout', 'u.s. marshal', 'las vegas', 'explosion', 'brutality', 'violence', 'convict', 'desert', 'war hero', 'dea agent', 'motorcycle chase']"
934,Star Trek IV: The Voyage Home,6.258761076458715,['Leonard Nimoy'],"['William Shatner', 'Leonard Nimoy', 'DeForest Kelley', 'James Doohan', 'George Takei', 'Walter Koenig', 'Nichelle Nichols', 'Jane Wyatt', 'Catherine Hicks', 'Mark Lenard', 'Robin Curtis', 'Robert Ellenstein', 'John Schuck', 'Brock Peters', 'Michael Snyder']","['Science Fiction', 'Adventure']","['saving the world', 'san francisco', 'uss enterprise-a', 'time travel', 'whale', 'marine biologist', 'vulcan', 'space opera']"
935,Winter's Bone,6.258731605575366,['Debra Granik'],"['Jennifer Lawrence', 'John Hawkes', 'Kevin Breznahan', 'Dale Dickey', 'Garret Dillahunt', 'Sheryl Lee', 'Shelley Waggener', 'Isaiah Stone', 'Ashlee Thompson', 'Valerie Richards', 'Lauren Sweetser', 'Cinnamon Schultz', 'Casey MacLaren', 'Tate Taylor', 'Ronnie Hall', 'Cody Brown', 'William White', 'Beth Domann', 'Charlotte Jeane Lucas', 'Ramona Blair', 'Russell Schalk', 'Marideth Sisco']",['Drama'],"['father', 'court', 'bail', 'drug trade', 'girl', 'aftercreditsstinger', 'duringcreditsstinger', 'woman director']"
936,Panic Room,6.2586899417121025,['David Fincher'],"['Jodie Foster', 'Kristen Stewart', 'Forest Whitaker', 'Dwight Yoakam', 'Jared Leto', 'Ann Magnuson', 'Ian Buchanan', 'Patrick Bauchau', 'Paul Schulze', 'Andrew Kevin Walker', 'Mel Rodriguez', 'Richard Conant', 'Paul Simon', 'Victor Thrash', 'Ken Turner', 'Nicole Kidman']","['Crime', 'Drama', 'Thriller']","['burglar', 'bunker', 'housebreaking', 'safe', 'money']"
937,Unknown,6.258534673521588,['Jaume Collet-Serra'],"['Liam Neeson', 'Diane Kruger', 'January Jones', 'Aidan Quinn', 'Bruno Ganz', 'Frank Langella', 'Sebastian Koch', 'Olivier Schneider', 'Stipe Erceg', 'Rainer Bock', 'Mido Hamada', 'Clint Dyer', 'Karl Markovics', 'Eva Löbau', 'Helen Wiebensohn', 'Adnan Maral', 'Merle Wiebensohn', 'Torsten Michaelis']","['Action', 'Mystery', 'Thriller']","['taxi', 'hotel', 'coma', 'taxi driver', 'prince', 'briefcase', 'hospital', 'stolen identity']"
938,Hanna,6.258379205391352,['Joe Wright'],"['Saoirse Ronan', 'Eric Bana', 'Vicky Krieps', 'Cate Blanchett', 'Tom Hollander', 'John MacMillan', 'Tim Beckmann', 'Paul Birchard', 'Christian Malcolm', 'Jamie Beamish', 'Jessica Barden', 'Olivia Williams', 'Jason Flemyng', 'Michelle Dockery', 'Sebastian Hülk', 'Joel Basman', 'Martin Wuttke', 'Aldo Maland']","['Action', 'Thriller', 'Adventure']","['assassin', 'self sacrifice', 'strip club', 'secret agent', 'training', 'british', 'road trip', 'dead animal', 'teenage girl', 'pistol', 'duringcreditsstinger']"
